tid,cid,pid,q
99,548,240,4
99,548,253,3
99,548,423,2
99,548,575,1
99,548,678,1
99,548,685,1
99,548,695,2
100,185,126,1
100,185,144,1
100,185,235,3
100,185,274,1
100,185,298,1
100,185,427,2
100,185,505,2
100,185,613,1
100,185,638,2
100,185,650,1
100,185,704,1
100,185,709,1
100,185,761,1
100,185,851,1
100,185,984,2
100,185,989,2
101,381,8,1
101,381,26,1
101,381,106,2
101,381,131,1
101,381,202,1
101,381,216,5
101,381,331,1
101,381,569,1
101,381,640,1
101,381,653,1
101,381,671,3
101,381,689,3
101,381,751,1
101,381,822,2
102,523,176,2
102,523,187,1
102,523,212,2
102,523,217,2
102,523,314,3
102,523,342,2
102,523,406,1
102,523,407,2
102,523,430,3
102,523,893,1
102,523,936,1
103,109,2,1
103,109,28,2
103,109,30,3
103,109,179,2
103,109,221,1
103,109,259,1
103,109,268,2
103,109,350,2
103,109,396,1
103,109,430,3
103,109,454,2
103,109,468,1
103,109,514,2
103,109,537,2
103,109,546,3
103,109,621,4
103,109,651,1
103,109,682,1
103,109,711,1
103,109,874,3
103,109,935,2
104,502,1,3
104,502,23,1
104,502,77,1
104,502,139,1
104,502,209,1
104,502,297,1
104,502,411,1
104,502,442,1
104,502,496,2
104,502,548,3
104,502,564,1
104,502,606,1
104,502,654,1
104,502,678,1
104,502,804,1
104,502,861,2
104,502,871,2
104,502,932,1
104,502,934,2
104,502,960,3
104,502,984,2
105,72,2,1
105,72,84,1
105,72,131,1
105,72,315,1
105,72,366,2
105,72,418,1
105,72,724,1
105,72,877,1
105,72,914,2
105,72,958,5
106,322,80,1
106,322,222,1
106,322,228,2
106,322,238,2
106,322,560,2
106,322,572,1
106,322,720,2
106,322,744,2
106,322,787,1
106,322,875,2
106,322,981,2
107,526,34,1
107,526,49,1
107,526,83,1
107,526,109,1
107,526,116,1
107,526,197,3
107,526,208,1
107,526,221,2
107,526,261,2
107,526,452,1
107,526,477,1
107,526,517,1
107,526,526,1
107,526,599,2
107,526,635,1
107,526,649,3
107,526,664,2
107,526,693,1
107,526,700,5
107,526,736,4
107,526,805,1
107,526,845,1
107,526,865,1
107,526,914,4
108,646,1,2
108,646,33,1
108,646,106,1
108,646,147,1
108,646,270,1
108,646,315,1
108,646,409,1
108,646,414,2
108,646,418,3
108,646,471,3
108,646,558,1
108,646,595,2
108,646,705,2
108,646,724,2
108,646,764,1
108,646,881,1
108,646,953,2
109,490,48,1
109,490,116,2
109,490,143,1
109,490,216,3
109,490,305,2
109,490,371,1
109,490,572,2
109,490,623,2
109,490,668,1
109,490,701,1
109,490,749,1
109,490,796,1
109,490,800,1
109,490,931,1
109,490,934,2
109,490,975,3
109,490,985,1
110,833,28,2
110,833,43,2
110,833,49,1
110,833,60,2
110,833,284,2
110,833,601,2
110,833,663,3
110,833,693,1
110,833,976,1
111,529,64,1
111,529,71,1
111,529,124,3
111,529,179,2
111,529,204,1
111,529,250,2
111,529,278,2
111,529,279,1
111,529,341,2
111,529,358,2
111,529,413,1
111,529,415,1
111,529,474,1
111,529,521,3
111,529,539,1
111,529,610,1
111,529,617,1
111,529,647,1
111,529,674,2
111,529,854,1
111,529,905,2
111,529,974,3
111,529,981,1
112,70,268,1
112,70,283,1
112,70,290,1
112,70,325,1
112,70,396,1
112,70,463,1
112,70,464,1
112,70,479,1
112,70,556,1
112,70,569,2
112,70,647,2
112,70,664,1
112,70,667,1
112,70,676,2
112,70,730,2
112,70,754,3
112,70,800,1
113,312,12,1
113,312,123,2
113,312,137,2
113,312,165,1
113,312,182,3
113,312,243,2
113,312,254,1
113,312,268,3
113,312,306,2
113,312,331,1
113,312,409,1
113,312,420,2
113,312,549,1
113,312,561,1
113,312,697,1
113,312,820,1
113,312,876,2
113,312,891,2
113,312,909,4
113,312,996,1
114,178,38,2
114,178,62,2
114,178,156,2
114,178,429,1
114,178,432,1
114,178,441,4
114,178,457,1
114,178,516,2
114,178,543,1
114,178,677,2
114,178,685,1
114,178,787,2
114,178,806,1
114,178,813,2
114,178,838,2
114,178,851,2
115,92,66,2
115,92,80,2
115,92,167,1
115,92,190,1
115,92,193,2
115,92,332,3
115,92,377,1
115,92,408,1
115,92,435,2
115,92,501,2
115,92,510,1
115,92,534,1
115,92,574,3
115,92,632,2
115,92,657,3
115,92,689,1
115,92,875,2
115,92,885,2
115,92,914,4
115,92,954,1
115,92,996,2
116,752,28,3
116,752,201,1
116,752,272,2
116,752,293,3
116,752,407,1
116,752,455,1
116,752,466,2
116,752,604,3
116,752,695,2
116,752,741,4
116,752,768,2
116,752,831,4
116,752,925,3
116,752,937,2
116,752,947,1
116,752,948,2
117,157,1,1
117,157,40,3
117,157,84,1
117,157,205,1
117,157,287,1
117,157,297,3
117,157,322,3
117,157,362,1
117,157,500,1
117,157,523,1
117,157,528,2
117,157,542,1
117,157,547,3
117,157,595,1
117,157,697,2
117,157,718,2
117,157,733,2
117,157,759,2
117,157,876,1
117,157,888,2
118,286,23,1
118,286,28,2
118,286,40,2
118,286,69,1
118,286,86,1
118,286,117,2
118,286,297,3
118,286,378,2
118,286,411,1
118,286,422,2
118,286,505,2
118,286,558,2
118,286,560,1
118,286,561,2
118,286,878,1
118,286,933,2
118,286,959,3
119,59,67,2
119,59,84,1
119,59,226,1
119,59,277,1
119,59,314,2
119,59,316,1
119,59,386,2
119,59,399,1
119,59,416,1
119,59,422,2
119,59,474,1
119,59,478,1
119,59,511,1
119,59,546,1
119,59,551,3
119,59,620,2
119,59,651,2
119,59,675,1
119,59,692,5
119,59,754,1
119,59,758,3
119,59,769,2
119,59,789,1
119,59,795,1
119,59,805,1
119,59,835,1
119,59,997,1
120,402,26,2
120,402,92,1
120,402,114,1
120,402,165,2
120,402,177,1
120,402,288,2
120,402,297,2
120,402,335,2
120,402,445,1
120,402,459,2
120,402,797,2
120,402,962,1
121,872,59,4
121,872,95,1
121,872,156,1
121,872,176,1
121,872,196,2
121,872,197,2
121,872,249,1
121,872,258,1
121,872,388,2
121,872,395,3
121,872,412,3
121,872,709,2
121,872,857,3
121,872,989,3
122,710,34,1
122,710,37,1
122,710,42,2
122,710,56,1
122,710,57,1
122,710,136,1
122,710,176,1
122,710,178,2
122,710,306,2
122,710,479,3
122,710,534,2
122,710,547,2
122,710,568,1
122,710,599,1
122,710,677,2
122,710,925,4
123,11,1,1
123,11,8,2
123,11,31,1
123,11,94,1
123,11,103,2
123,11,120,1
123,11,136,1
123,11,139,1
123,11,193,1
123,11,287,3
123,11,314,1
123,11,393,4
123,11,432,2
123,11,453,2
123,11,455,1
123,11,624,2
123,11,711,2
123,11,759,3
123,11,969,1
123,11,985,1
123,11,1000,1
124,645,34,1
124,645,59,3
124,645,124,1
124,645,165,2
124,645,206,2
124,645,222,1
124,645,249,1
124,645,265,2
124,645,300,1
124,645,325,1
124,645,381,2
124,645,395,4
124,645,451,2
124,645,472,2
124,645,664,2
124,645,675,1
124,645,768,2
124,645,856,3
124,645,861,1
124,645,869,2
124,645,870,1
125,645,28,1
125,645,48,1
125,645,93,2
125,645,106,1
125,645,148,2
125,645,222,1
125,645,231,3
125,645,234,1
125,645,274,2
125,645,275,1
125,645,388,2
125,645,468,1
125,645,548,2
125,645,611,2
125,645,654,2
125,645,703,2
125,645,706,3
125,645,718,4
125,645,722,2
125,645,847,2
125,645,874,1
125,645,964,2
126,500,66,3
126,500,79,1
126,500,96,1
126,500,108,4
126,500,171,3
126,500,177,1
126,500,183,3
126,500,194,1
126,500,249,3
126,500,270,1
126,500,274,1
126,500,296,5
126,500,331,1
126,500,386,3
126,500,405,2
126,500,530,2
126,500,578,1
126,500,608,3
126,500,701,3
126,500,758,1
126,500,772,1
126,500,811,1
126,500,896,3
126,500,920,1
126,500,936,1
126,500,955,2
127,452,15,2
127,452,29,1
127,452,249,2
127,452,331,1
127,452,344,2
127,452,381,1
127,452,382,2
127,452,451,2
127,452,492,1
127,452,546,2
127,452,551,1
127,452,585,2
127,452,697,2
127,452,746,1
127,452,828,1
127,452,925,1
127,452,947,4
127,452,972,2
127,452,975,1
128,883,2,2
128,883,74,2
128,883,75,1
128,883,127,2
128,883,274,2
128,883,328,1
128,883,436,3
128,883,538,1
128,883,542,1
128,883,634,1
128,883,657,2
128,883,738,1
128,883,799,1
128,883,818,1
128,883,823,1
128,883,897,1
128,883,910,1
128,883,975,1
129,596,49,1
129,596,75,1
129,596,121,1
129,596,122,1
129,596,192,2
129,596,228,3
129,596,274,1
129,596,281,1
129,596,289,3
129,596,358,1
129,596,427,2
129,596,586,1
129,596,587,2
129,596,654,3
129,596,705,1
129,596,920,1
129,596,985,1
130,259,49,1
130,259,119,2
130,259,131,2
130,259,156,2
130,259,178,2
130,259,281,3
130,259,375,3
130,259,393,2
130,259,427,2
130,259,474,1
130,259,476,1
130,259,586,2
130,259,746,1
130,259,835,3
130,259,861,4
130,259,877,4
130,259,979,1
131,373,38,2
131,373,49,1
131,373,101,1
131,373,115,1
131,373,259,1
131,373,335,2
131,373,355,2
131,373,615,1
131,373,754,2
131,373,792,2
131,373,892,1
131,373,927,2
132,955,4,1
132,955,34,2
132,955,39,2
132,955,165,1
132,955,189,2
132,955,236,2
132,955,455,4
132,955,552,2
132,955,570,1
132,955,608,1
132,955,624,1
132,955,680,2
132,955,718,2
132,955,772,1
132,955,797,1
132,955,889,1
132,955,907,1
132,955,946,1
132,955,972,1
132,955,987,2
133,963,51,2
133,963,69,1
133,963,187,2
133,963,281,3
133,963,445,2
133,963,540,2
133,963,549,2
133,963,611,3
133,963,615,1
133,963,647,1
133,963,672,2
133,963,757,1
133,963,804,2
133,963,828,1
133,963,894,1
133,963,913,1
133,963,931,3
133,963,951,1
133,963,987,1
133,963,997,1
134,607,88,1
134,607,116,1
134,607,135,3
134,607,139,2
134,607,499,2
134,607,552,1
134,607,610,1
134,607,637,3
134,607,638,2
134,607,708,3
134,607,858,1
134,607,895,1
134,607,969,2
135,969,48,2
135,969,95,2
135,969,185,2
135,969,239,2
135,969,310,2
135,969,326,1
135,969,332,2
135,969,378,2
135,969,423,1
135,969,449,1
135,969,549,2
135,969,552,2
135,969,610,1
135,969,642,1
135,969,706,3
135,969,759,1
135,969,792,2
135,969,832,2
135,969,870,1
135,969,873,1
135,969,874,1
135,969,876,2
135,969,925,2
135,969,955,1
136,491,12,2
136,491,28,2
136,491,65,4
136,491,127,1
136,491,202,2
136,491,264,1
136,491,287,1
136,491,354,2
136,491,442,1
136,491,468,2
136,491,541,2
136,491,591,1
136,491,597,1
137,872,15,1
137,872,78,2
137,872,179,1
137,872,220,4
137,872,437,1
137,872,567,1
137,872,621,2
137,872,631,1
137,872,640,2
137,872,669,3
137,872,675,1
137,872,829,1
137,872,835,1
138,930,41,2
138,930,81,2
138,930,127,2
138,930,159,1
138,930,234,1
138,930,326,1
138,930,337,2
138,930,403,1
138,930,426,2
138,930,445,2
138,930,474,3
138,930,511,1
138,930,526,4
138,930,597,1
138,930,730,3
138,930,731,2
138,930,778,1
138,930,941,1
138,930,943,1
138,930,976,1
139,962,23,1
139,962,28,2
139,962,33,1
139,962,131,1
139,962,201,1
139,962,216,1
139,962,225,1
139,962,505,1
139,962,625,1
139,962,661,2
139,962,715,1
139,962,761,3
139,962,768,1
139,962,775,2
139,962,810,1
140,350,75,1
140,350,94,1
140,350,222,2
140,350,240,1
140,350,268,2
140,350,304,1
140,350,358,2
140,350,366,1
140,350,403,1
140,350,411,2
140,350,533,2
140,350,572,2
140,350,631,1
140,350,656,1
140,350,657,1
140,350,712,1
140,350,722,1
140,350,766,1
140,350,775,4
140,350,797,3
140,350,826,4
140,350,854,2
140,350,892,2
141,83,2,1
141,83,50,2
141,83,103,1
141,83,132,3
141,83,154,1
141,83,199,1
141,83,408,3
141,83,447,3
141,83,479,3
141,83,495,1
141,83,595,1
141,83,789,1
141,83,797,4
141,83,851,3
141,83,853,2
141,83,988,1
142,288,78,1
142,288,100,2
142,288,117,1
142,288,205,1
142,288,325,1
142,288,382,4
142,288,471,2
142,288,517,2
142,288,604,1
142,288,643,1
142,288,665,2
142,288,677,3
142,288,680,2
142,288,746,1
142,288,900,4
143,953,3,2
143,953,64,1
143,953,101,1
143,953,131,2
143,953,175,2
143,953,181,2
143,953,239,2
143,953,284,1
143,953,294,2
143,953,477,1
143,953,490,2
143,953,546,1
143,953,604,1
143,953,649,2
143,953,688,3
143,953,730,4
143,953,823,3
143,953,838,1
143,953,905,1
143,953,957,1
144,758,17,2
144,758,38,3
144,758,58,1
144,758,135,2
144,758,139,1
144,758,150,2
144,758,165,2
144,758,178,3
144,758,325,1
144,758,400,1
144,758,472,3
144,758,545,2
144,758,550,1
144,758,555,1
144,758,631,1
144,758,663,1
144,758,669,2
144,758,697,1
144,758,896,1
144,758,964,3
145,337,64,1
145,337,124,3
145,337,151,1
145,337,180,3
145,337,200,2
145,337,206,1
145,337,290,1
145,337,408,2
145,337,502,1
145,337,573,1
145,337,581,1
145,337,619,2
145,337,620,1
145,337,673,1
145,337,761,1
146,681,23,2
146,681,35,1
146,681,50,2
146,681,56,4
146,681,85,1
146,681,124,2
146,681,177,1
146,681,202,4
146,681,217,1
146,681,285,1
146,681,342,1
146,681,384,2
146,681,433,2
146,681,442,1
146,681,460,1
146,681,477,4
146,681,603,2
146,681,756,1
146,681,779,1
146,681,809,1
147,873,35,1
147,873,40,1
147,873,62,2
147,873,73,2
147,873,162,1
147,873,195,2
147,873,358,2
147,873,386,4
147,873,457,1
147,873,463,1
147,873,595,2
147,873,637,2
147,873,649,1
147,873,726,3
147,873,730,3
147,873,864,2
147,873,944,1
147,873,997,1
148,986,45,1
148,986,105,1
148,986,178,1
148,986,179,3
148,986,268,5
148,986,274,2
148,986,279,2
148,986,363,2
148,986,399,2
148,986,427,1
148,986,455,1
148,986,466,3
148,986,539,1
148,986,550,1
148,986,563,2
148,986,581,2
148,986,690,2
148,986,717,2
148,986,848,1
149,263,83,2
149,263,144,1
149,263,190,3
149,263,310,1
149,263,468,1
149,263,664,2
149,263,674,2
149,263,788,1
149,263,849,2
149,263,896,1
150,283,151,1
150,283,220,1
150,283,448,1
150,283,580,1
150,283,602,1
150,283,712,1
150,283,874,1
150,283,993,1
151,607,124,1
151,607,167,2
151,607,182,3
151,607,188,3
151,607,270,1
151,607,276,2
151,607,304,1
151,607,326,2
151,607,371,2
151,607,399,2
151,607,421,2
151,607,540,1
151,607,615,2
151,607,623,2
151,607,695,2
151,607,718,1
151,607,721,1
151,607,724,2
151,607,740,1
151,607,780,2
151,607,939,1
151,607,957,1
152,907,13,1
152,907,26,2
152,907,66,1
152,907,73,1
152,907,103,1
152,907,114,2
152,907,139,2
152,907,143,2
152,907,167,1
152,907,258,2
152,907,320,2
152,907,384,1
152,907,418,2
152,907,426,2
152,907,492,2
152,907,585,1
152,907,631,3
152,907,697,1
152,907,821,1
152,907,831,2
152,907,877,1
153,679,1,1
153,679,38,2
153,679,87,1
153,679,156,3
153,679,272,1
153,679,317,2
153,679,387,1
153,679,483,3
153,679,526,1
153,679,608,1
153,679,631,1
153,679,632,1
153,679,645,4
153,679,714,1
153,679,789,1
153,679,825,1
153,679,947,1
154,943,19,1
154,943,72,1
154,943,90,1
154,943,167,1
154,943,197,2
154,943,231,1
154,943,318,3
154,943,370,2
154,943,374,3
154,943,401,1
154,943,415,1
154,943,426,1
154,943,496,2
154,943,575,3
154,943,610,2
154,943,622,1
154,943,638,2
154,943,692,2
154,943,813,2
154,943,884,1
155,708,80,1
155,708,131,2
155,708,258,1
155,708,259,2
155,708,261,2
155,708,294,1
155,708,314,2
155,708,325,2
155,708,404,2
155,708,405,3
155,708,439,1
155,708,476,2
155,708,492,2
155,708,523,2
155,708,526,1
155,708,554,1
155,708,585,2
155,708,635,1
155,708,669,1
155,708,711,3
156,560,75,1
156,560,111,2
156,560,222,3
156,560,554,2
156,560,630,1
156,560,689,1
156,560,730,2
156,560,754,2
157,749,11,4
157,749,58,1
157,749,64,2
157,749,106,1
157,749,121,1
157,749,229,3
157,749,260,3
157,749,268,2
157,749,302,3
157,749,354,2
157,749,393,3
157,749,415,1
157,749,539,1
157,749,545,3
157,749,564,1
157,749,757,1
157,749,828,2
157,749,880,4
157,749,925,1
157,749,993,2
158,133,60,2
158,133,73,4
158,133,259,2
158,133,287,2
158,133,301,3
158,133,327,2
158,133,410,3
158,133,432,3
158,133,523,2
158,133,674,3
158,133,716,1
158,133,766,2
158,133,773,1
158,133,775,2
158,133,802,1
158,133,818,2
158,133,969,2
159,121,45,1
159,121,132,2
159,121,147,1
159,121,162,1
159,121,176,1
159,121,187,2
159,121,189,1
159,121,202,1
159,121,252,2
159,121,305,3
159,121,335,1
159,121,401,2
159,121,520,1
159,121,528,2
159,121,628,2
159,121,693,2
159,121,845,3
159,121,938,2
159,121,969,1
160,430,2,2
160,430,21,1
160,430,72,1
160,430,175,2
160,430,192,4
160,430,208,2
160,430,241,1
160,430,283,2
160,430,300,2
160,430,436,2
160,430,461,2
160,430,464,1
160,430,493,2
160,430,722,1
160,430,765,1
160,430,772,2
160,430,867,1
160,430,930,2
160,430,962,2
161,257,129,2
161,257,144,2
161,257,223,2
161,257,235,3
161,257,305,1
161,257,391,1
161,257,520,3
161,257,679,2
161,257,943,2
161,257,966,2
162,272,179,2
162,272,243,1
162,272,323,2
162,272,587,2
162,272,754,1
162,272,876,1
162,272,930,1
162,272,961,1
163,740,34,2
163,740,67,1
163,740,69,2
163,740,89,1
163,740,126,2
163,740,137,2
163,740,302,1
163,740,308,1
163,740,343,2
163,740,363,2
163,740,407,3
163,740,500,1
163,740,504,2
163,740,646,2
163,740,807,2
163,740,822,1
163,740,823,3
163,740,833,3
163,740,885,1
163,740,903,1
164,629,4,1
164,629,33,1
164,629,77,1
164,629,109,3
164,629,181,1
164,629,182,1
164,629,230,1
164,629,258,2
164,629,264,1
164,629,306,4
164,629,321,3
164,629,371,2
164,629,374,2
164,629,377,1
164,629,394,1
164,629,460,1
164,629,471,2
164,629,490,1
164,629,600,2
164,629,602,1
164,629,631,1
164,629,663,1
164,629,726,1
164,629,757,1
164,629,761,1
164,629,819,1
165,662,37,2
165,662,71,1
165,662,216,1
165,662,259,2
165,662,503,1
165,662,568,3
165,662,626,1
165,662,713,2
165,662,782,2
166,223,30,2
166,223,102,1
166,223,178,3
166,223,194,1
166,223,626,1
166,223,708,3
166,223,737,1
166,223,756,2
166,223,779,1
166,223,824,1
167,489,94,2
167,489,108,2
167,489,151,3
167,489,362,1
167,489,440,1
167,489,478,3
167,489,593,1
167,489,713,1
167,489,735,2
167,489,820,2
167,489,874,3
167,489,876,1
167,489,895,2
167,489,947,2
168,328,29,2
168,328,90,1
168,328,119,2
168,328,175,2
168,328,483,1
168,328,491,2
168,328,538,3
168,328,761,1
168,328,916,1
168,328,928,2
169,1,44,1
169,1,149,1
169,1,231,1
169,1,295,3
169,1,498,1
169,1,554,1
169,1,564,2
169,1,599,2
169,1,637,1
169,1,908,2
169,1,915,3
169,1,940,1
169,1,974,1
170,926,298,3
170,926,378,1
170,926,447,1
170,926,471,1
170,926,521,2
170,926,587,3
170,926,641,1
170,926,669,2
170,926,841,1
170,926,915,1
170,926,966,2
171,221,3,1
171,221,115,1
171,221,117,2
171,221,136,2
171,221,346,1
171,221,380,2
171,221,381,4
171,221,785,1
171,221,861,1
171,221,966,1
171,221,979,3
171,221,992,1
172,336,66,1
172,336,96,4
172,336,99,1
172,336,108,2
172,336,143,2
172,336,199,1
172,336,224,2
172,336,225,3
172,336,250,2
172,336,310,2
172,336,322,2
172,336,381,1
172,336,532,2
172,336,565,1
172,336,575,1
172,336,615,1
172,336,622,1
172,336,647,1
172,336,753,1
172,336,758,2
172,336,845,2
172,336,943,2
172,336,983,1
173,622,92,1
173,622,150,1
173,622,190,1
173,622,202,1
173,622,261,1
173,622,372,2
173,622,399,1
173,622,458,1
173,622,550,1
173,622,551,2
173,622,831,1
173,622,843,1
173,622,894,2
174,826,125,1
174,826,196,1
174,826,213,2
174,826,227,1
174,826,261,2
174,826,301,3
174,826,305,1
174,826,399,1
174,826,576,1
174,826,610,1
174,826,737,2
174,826,754,1
174,826,768,2
174,826,775,2
174,826,800,2
174,826,993,2
174,826,997,1
175,236,34,1
175,236,151,1
175,236,189,2
175,236,369,1
175,236,375,2
175,236,436,1
175,236,536,1
175,236,695,2
175,236,705,1
175,236,809,2
175,236,812,1
176,679,17,2
176,679,71,2
176,679,93,1
176,679,123,1
176,679,150,1
176,679,225,2
176,679,254,3
176,679,377,2
176,679,389,1
176,679,563,1
176,679,604,3
176,679,637,1
176,679,685,1
176,679,696,1
176,679,711,2
176,679,761,2
176,679,830,1
176,679,845,1
176,679,847,3
176,679,886,1
176,679,909,1
177,25,111,2
177,25,126,1
177,25,285,2
177,25,426,2
177,25,470,1
177,25,482,2
177,25,516,1
177,25,550,5
177,25,573,1
177,25,665,1
177,25,669,2
177,25,711,1
177,25,740,2
177,25,777,1
177,25,822,1
177,25,878,1
177,25,927,3
177,25,939,1
177,25,960,1
178,553,30,2
178,553,117,2
178,553,223,2
178,553,226,1
178,553,235,2
178,553,259,1
178,553,272,2
178,553,363,2
178,553,444,1
178,553,451,2
178,553,543,1
178,553,575,2
178,553,590,3
178,553,687,3
178,553,698,2
178,553,782,1
178,553,785,1
178,553,800,2
178,553,802,2
178,553,865,3
178,553,867,1
178,553,869,1
178,553,892,2
178,553,933,1
178,553,936,1
178,553,960,1
178,553,987,1
179,114,38,1
179,114,155,1
179,114,161,1
179,114,189,1
179,114,222,1
179,114,271,2
179,114,284,1
179,114,305,2
179,114,359,1
179,114,390,3
179,114,393,1
179,114,394,1
179,114,409,1
179,114,423,1
179,114,585,2
179,114,651,1
179,114,666,2
179,114,674,2
179,114,732,2
179,114,798,1
179,114,800,2
179,114,830,1
179,114,865,2
179,114,917,2
179,114,920,1
179,114,960,1
179,114,993,1
180,108,81,1
180,108,335,1
180,108,396,2
180,108,459,1
180,108,472,1
180,108,576,3
180,108,615,2
180,108,799,2
180,108,842,1
180,108,878,1
180,108,904,1
180,108,958,1
180,108,959,1
181,940,41,2
181,940,96,1
181,940,120,1
181,940,183,2
181,940,216,1
181,940,230,1
181,940,315,1
181,940,513,1
181,940,573,3
181,940,614,3
181,940,615,1
182,463,64,2
182,463,119,4
182,463,211,1
182,463,301,1
182,463,315,2
182,463,352,1
182,463,354,1
182,463,439,2
182,463,477,1
182,463,576,3
182,463,646,2
182,463,663,2
182,463,698,3
182,463,773,1
182,463,779,3
182,463,786,1
182,463,854,3
182,463,903,3
182,463,928,1
182,463,979,2
182,463,1000,1
183,458,58,4
183,458,201,2
183,458,393,1
183,458,394,3
183,458,398,2
183,458,509,2
183,458,510,1
183,458,513,1
183,458,536,2
183,458,637,1
183,458,706,3
183,458,779,3
183,458,808,1
183,458,817,3
183,458,834,1
183,458,984,2
184,458,23,2
184,458,72,1
184,458,81,1
184,458,86,1
184,458,90,2
184,458,117,2
184,458,190,1
184,458,228,1
184,458,235,2
184,458,300,1
184,458,320,1
184,458,354,3
184,458,386,2
184,458,558,1
184,458,563,2
184,458,566,3
184,458,598,1
184,458,819,2
184,458,875,1
184,458,892,1
184,458,916,1
184,458,920,1
184,458,930,1
184,458,996,1
185,695,28,2
185,695,31,1
185,695,53,1
185,695,58,2
185,695,67,1
185,695,249,1
185,695,271,1
185,695,305,2
185,695,378,2
185,695,400,1
185,695,436,1
185,695,493,2
185,695,568,1
185,695,589,2
185,695,608,1
185,695,663,1
185,695,667,1
185,695,928,1
185,695,984,1
186,655,21,4
186,655,171,1
186,655,213,2
186,655,261,2
186,655,370,1
186,655,437,1
186,655,641,2
186,655,696,2
186,655,935,1
186,655,972,2
187,52,115,1
187,52,260,2
187,52,390,2
187,52,425,1
187,52,442,1
187,52,448,1
187,52,552,2
187,52,578,1
187,52,608,3
187,52,754,1
187,52,805,2
188,428,77,1
188,428,93,1
188,428,268,2
188,428,358,1
188,428,445,2
188,428,548,2
188,428,808,1
188,428,826,2
188,428,853,3
188,428,914,3
189,971,1,1
189,971,132,2
189,971,143,1
189,971,182,1
189,971,202,2
189,971,252,1
189,971,253,1
189,971,268,1
189,971,276,1
189,971,285,4
189,971,294,1
189,971,520,1
189,971,578,1
189,971,617,3
189,971,649,1
189,971,665,1
189,971,676,1
189,971,754,3
189,971,791,2
189,971,938,4
189,971,985,2
189,971,987,2
190,903,35,1
190,903,53,3
190,903,108,1
190,903,211,2
190,903,230,1
190,903,296,1
190,903,325,3
190,903,358,3
190,903,498,2
190,903,709,2
190,903,725,1
190,903,851,2
191,11,32,2
191,11,80,4
191,11,181,3
191,11,235,1
191,11,290,2
191,11,307,1
191,11,308,2
191,11,314,1
191,11,326,1
191,11,383,1
191,11,432,1
191,11,548,3
191,11,571,2
191,11,577,1
191,11,783,1
191,11,797,2
191,11,813,2
191,11,835,2
191,11,845,2
191,11,959,2
191,11,975,2
192,208,69,2
192,208,124,1
192,208,134,3
192,208,199,2
192,208,206,1
192,208,451,2
192,208,659,2
192,208,738,1
192,208,785,1
192,208,818,2
192,208,853,1
192,208,855,1
192,208,916,2
192,208,992,1
193,611,39,2
193,611,196,2
193,611,300,1
193,611,436,2
193,611,466,1
193,611,488,2
193,611,498,2
193,611,567,1
193,611,574,1
193,611,594,4
193,611,598,1
193,611,638,2
193,611,701,2
193,611,766,3
193,611,893,1
194,96,56,1
194,96,71,2
194,96,126,1
194,96,168,2
194,96,233,2
194,96,278,1
194,96,393,1
194,96,445,1
194,96,500,1
194,96,516,3
194,96,528,3
194,96,554,2
194,96,560,1
194,96,665,1
194,96,706,1
194,96,710,1
194,96,713,1
194,96,717,1
194,96,807,2
194,96,868,2
194,96,920,2
195,968,60,2
195,968,71,2
195,968,86,5
195,968,97,1
195,968,134,1
195,968,196,2
195,968,317,1
195,968,322,1
195,968,382,3
195,968,404,2
195,968,439,2
195,968,451,2
195,968,465,1
195,968,495,1
195,968,531,2
195,968,574,3
195,968,617,1
195,968,645,1
195,968,661,1
195,968,738,3
195,968,778,1
195,968,815,1
195,968,892,2
195,968,900,1
195,968,918,3
195,968,981,3
195,968,988,3
196,71,30,1
196,71,84,1
196,71,147,2
196,71,294,2
196,71,311,2
196,71,381,1
196,71,608,1
196,71,878,2
196,71,921,3
197,339,21,2
197,339,38,3
197,339,85,1
197,339,94,3
197,339,135,1
197,339,154,1
197,339,192,2
197,339,198,1
197,339,204,2
197,339,222,1
197,339,225,2
197,339,342,2
